comp_name,smiles,charge,multiplicity
azo_fabf73f12b,O=C(O)c1cc(F)cc(/N=N/c2ccc3c(O)cccc3c2)c1,0,1
azo_fe1dbd9956,CC(C)c1c(/N=N/c2ccc(Br)cc2F)ccc2cc(O)ccc12,0,1
azo_3f3bde0696,N#Cc1cc2c(cc1/N=N/c1ccccc1)C(C(N)=O)=C(C(F)(F)F)C2,0,1
azo_ea1d2a5cf5,COc1[nH]c2ccc(/N=N/c3ccccc3)c(C)c2c1OC,0,1
azo_0a6058d13a,CC(C)(C)c1c(/N=N/c2ccc(C=O)cc2F)ccc2ccccc12,0,1
azo_e882683e74,O=C(O)c1cc2c(cc1/N=N/c1ccccc1)C(F)=C(Cl)C2,0,1
azo_b9683f5743,FC(F)(F)c1ccc(/N=N/c2ccc3ccccc3c2C(F)(F)F)c(Br)c1,0,1
azo_8d063d6294,O=[N+]([O-])c1ccc(/N=N/c2cc3ccc(O)cc3cc2C(F)(F)F)c(C(F)(F)F)c1,0,1
azo_0fab1cae5d,Clc1sc2ccc(/N=N/c3ccccc3)c(I)c2c1Cl,0,1
azo_420ff7d25c,Nc1ccc2cc(/N=N/c3ccc(I)cc3)c(Br)cc2c1,0,1
azo_9dbfe65a03,CC(C)c1cc(O)cc(Br)c1/N=N/c1ccc(C=O)cc1,0,1
azo_3f19f7b10d,Clc1cc(Br)ccc1/N=N/c1ccc2cc(-c3ccccc3)ccc2c1Cl,0,1
azo_aa3073bd2d,CC(C)c1c(/N=N/c2ccc(I)cc2)c(I)cc2cc(-c3ccccc3)ccc12,0,1
azo_f2b11eff2c,Nc1ccc(/N=N/c2ccc(S(=O)(=O)O)cc2)c(C(F)(F)F)c1,0,1
azo_bc8dc5a233,Nc1cccc2ccc(/N=N/c3cc(F)cc([N+](=O)[O-])c3)cc12,0,1
azo_43548a12f7,NC(=O)c1ccc(/N=N/c2c(C(F)(F)F)cc3cc(N)ccc3c2C(F)(F)F)cc1,0,1
azo_42f599ec04,COc1ccc(CN)c2ccc(/N=N/c3cc(C(N)=O)cc(S(=O)(=O)O)c3)cc12,0,1
azo_4d50b76509,O=[N+]([O-])c1cc(F)c(/N=N/c2ccc3ccccc3c2)c(Cl)c1,0,1
azo_8999be6e52,CC(C)c1c(/N=N/c2ccc(Cl)cc2)c(C(F)(F)F)cc2cc(N)ccc12,0,1
azo_891a553c22,CC(C)c1cc(Cl)cc(C(C)(C)C)c1/N=N/c1ccc2cc(-c3ccccc3)ccc2c1,0,1
azo_d107d681fb,NCc1ccc(/N=N/c2c(I)cc(Br)cc2I)cc1,0,1
azo_9b69ccb9a9,Cc1ccc(CN)c2ccc(/N=N/c3cc(I)cc(I)c3)cc12,0,1
azo_d0a55c6835,NCc1ccc2cc(/N=N/c3cc(C(N)=O)cc(C(=O)O)c3)ccc2c1,0,1
azo_2ed3cf5112,Cc1n[nH]c(C)c1N=Nc1cc(F)cc([N+](=O)[O-])c1,0,1
azo_1d391cd351,COc1ccc(/N=N/c2c(Br)cc(C(F)(F)F)cc2C(F)(F)F)cc1,0,1
azo_119bdcff94,O=[N+]([O-])c1c(/N=N/c2ccccc2)ccc2[nH]c(F)c(S(=O)(=O)O)c12,0,1
azo_61a625fd9c,CC(C)c1cc(C=O)cc(I)c1/N=N/c1ccccc1,0,1
azo_a93506976a,Brc1cc2[nH]cc(Br)c2c(Br)c1/N=N/c1ccccc1,0,1
azo_635f78168d,Nc1ccc(/N=N/c2ccc3sccc3c2)c(O)c1,0,1
azo_171b131c23,N#Cc1cc(/N=N/c2cc(N)cc(N)c2)cc(C(F)(F)F)c1,0,1
azo_cf32509b03,Cc1ccc2cc(/N=N/c3ccccc3F)c(C(C)(C)C)cc2c1,0,1
azo_738226b318,NCc1ccc2cc(/N=N/c3ccc(C(N)=O)cc3Br)c(Br)cc2c1,0,1
azo_2fa265ef87,COc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2I)c(C(C)(C)C)c1,0,1
azo_8f7b6cf64d,Nc1ccc(/N=N/c2ccc(I)cc2)c(Br)c1,0,1
azo_ca367ec36f,N#Cc1cc(C=O)cc(/N=N/c2cccc(CN)c2)c1,0,1
azo_50326aad92,Nc1cc(Cl)c(/N=N/c2ccc(S(=O)(=O)O)cc2)c(C(F)(F)F)c1,0,1
azo_0892906380,COc1cc(F)c(/N=N/c2ccc(Cl)cc2)c(Cl)c1,0,1
azo_adb6a314e4,COc1cc(N=Nc2cnoc2)cc(-c2ccccc2)c1,0,1
azo_5f6b6b960f,O=S(=O)(O)c1c(/N=N/c2ccccc2)ccc2sc(F)c(I)c12,0,1
azo_f865be6a60,O=Cc1cc2[nH]c(I)c(I)c2cc1/N=N/c1ccccc1,0,1
azo_65383c456e,CC(C)(C)c1cccc(I)c1/N=N/c1ccc(C=O)cc1,0,1
azo_1ec59c7bb1,Cc1ccc2cc(/N=N/c3ccc(C(N)=O)cc3F)ccc2c1,0,1
azo_6169004a76,NCc1ccc2c(I)c(/N=N/c3ccc(Cl)cc3Br)ccc2c1,0,1
azo_b368a914bc,O=Cc1c(/N=N/c2ccccc2)ccc2sc(F)cc12,0,1
azo_3ceab4e183,Cc1ccc(/N=N/c2c(C(C)C)cc(C(F)(F)F)cc2C(C)C)cc1,0,1
azo_7a3a725b16,N#Cc1cc(/N=N/c2cc(O)cc(-c3ccccc3)c2)cc(C(=O)O)c1,0,1
azo_82697187ae,O=S(=O)(O)c1cc(Cl)c(/N=N/c2ccc3cc(O)ccc3c2)c(Br)c1,0,1
azo_0cb11c7c9b,N#Cc1cc2c(cc1/N=N/c1ccccc1)C(Br)=CC2,0,1
azo_e8f1207ac1,CC(C)c1cc(S(=O)(=O)O)cc(C(C)C)c1/N=N/c1ccc(-c2ccccc2)cc1,0,1
azo_59f5a2377f,O=S(=O)(O)c1cccc(S(=O)(=O)O)c1N=Nc1cnc[nH]1,0,1
azo_a9fac7a08c,N#Cc1cc2[nH]cc(C(=O)O)c2c(C#N)c1/N=N/c1ccccc1,0,1
azo_36f911a386,O=[N+]([O-])c1ccc(/N=N/c2cc3ccc(O)cc3cc2I)c(I)c1,0,1
azo_3b745c5243,O=Cc1cccc(C=O)c1N=Nc1ccoc1,0,1
azo_97c2bf2caf,Fc1cc2cc(/N=N/c3ccccc3)c(F)cc2o1,0,1
azo_9e72494503,Cc1cc(C)cc(/N=N/c2cc(C=O)cc(C(F)(F)F)c2)c1,0,1
azo_ff7a2c1423,NC(=O)c1ccc(/N=N/c2ccc(N)cc2)cc1,0,1
azo_716e3c33c0,N#Cc1cc(I)cc(/N=N/c2ccc(-c3ccc[nH]3)cc2)c1,0,1
azo_1f44d69c5f,NC(=O)c1cc(/N=N/c2ccc3c(-c4ccccc4)cccc3c2)cc(C(=O)O)c1,0,1
azo_2a85a4d4cb,Cc1ccc2c(C(F)(F)F)c(/N=N/c3ccc(I)cc3)ccc2c1,0,1
azo_523bfb7bdc,NCc1ccc(O)c2cc(/N=N/c3cc(C(=O)O)cc(C(=O)O)c3)ccc12,0,1
azo_ed984ac43d,NCc1cccc(CN)c1N=Nc1cnn(-c2ccccn2)c1,0,1
azo_66467206d2,CC(C)(C)c1c(/N=N/c2ccccc2Br)ccc2cc(N)ccc12,0,1
azo_a62bc08e32,NCc1ccc2cc(/N=N/c3ccc(C(=O)O)cc3Br)c(Br)cc2c1,0,1
azo_a7a0195e6b,CC(C)c1cc(C#N)cc(Br)c1/N=N/c1ccc2ccccc2c1,0,1
azo_72c825a22d,CC(C)(C)c1cc(O)cc(C(F)(F)F)c1/N=N/c1ccc(C(=O)O)cc1,0,1
azo_918da1136b,Clc1ccc(/N=N/c2ccc3ccccc3c2)c(Br)c1,0,1
azo_8d4890b904,NC(=O)c1cc2c(c(I)c1/N=N/c1ccccc1)C=C(Cl)C2,0,1
azo_e788fd2208,NCc1ccc(N=Nc2ccc(C(N)=O)cc2)s1,0,1
azo_03e5f3dada,Cc1cccc2ccc(/N=N/c3cc(C#N)cc(C=O)c3)cc12,0,1
azo_63844c5506,FC(F)(F)c1c(/N=N/c2ccccc2)c(I)cc2ccccc12,0,1
azo_8e901acca5,CC(C)c1cc2cc(CN)ccc2cc1/N=N/c1ccc(F)cc1,0,1
azo_565c688ca3,FC(F)(F)c1cc2cc(-c3ccccc3)ccc2cc1/N=N/c1ccc(Cl)cc1,0,1
azo_cfd687d21a,CC(C)(C)c1cccc(Br)c1/N=N/c1ccc(Cl)cc1,0,1
azo_66bc88d887,Nc1ccc(/N=N/c2ccc(F)cc2Br)c(F)c1,0,1
azo_29c5a68e6f,Ic1ccc(N=Nc2cn[nH]c2)cc1,0,1
azo_b8039f4afb,NCc1cc(N)cc(/N=N/c2cc(Br)cc(C(N)=O)c2)c1,0,1
azo_ca3c3e41cb,O=C(O)c1c(I)oc2ccc(/N=N/c3ccccc3)c(S(=O)(=O)O)c12,0,1
azo_9c67ff18e1,Clc1cc2ccccc2cc1/N=N/c1ccc(Br)cc1I,0,1
azo_9350a94282,O=[N+]([O-])c1ccc(/N=N/c2c(Cl)cc3cc(O)ccc3c2Cl)cc1,0,1
azo_f4cb08d019,Oc1ccc2cc(/N=N/c3c(C(F)(F)F)cc(Cl)cc3C(F)(F)F)ccc2c1,0,1
azo_64fd0fca13,Nc1cc(C(F)(F)F)c(/N=N/c2ccc(C(F)(F)F)cc2)c(C(F)(F)F)c1,0,1
azo_008eeb9f6e,COC1=C(O)c2cc(/N=N/c3ccccc3)c(CN)cc2C1,0,1
azo_278968afac,Cc1ccc2cc(/N=N/c3ccc(Cl)cc3)c(F)cc2c1,0,1
azo_f5a88f8c75,Cc1ccc(/N=N/c2c(F)cc(Cl)cc2C(F)(F)F)cc1,0,1
azo_a42c5d54ba,CC(C)c1c(/N=N/c2ccc(C=O)cc2)c(F)cc2cc(CN)ccc12,0,1
azo_5e74cf83e4,Cc1cc(I)c(/N=N/c2ccc(Br)cc2)c(C(C)C)c1,0,1
azo_ec3d5651e6,O=Cc1ccc(/N=N/c2c(Br)cc3cc(O)ccc3c2I)cc1,0,1
azo_a80a6df6d7,O=Cc1cc(I)ccc1/N=N/c1ccc2c(c1)C=CC2,0,1
azo_3abf6ead06,CC(C)c1cc(C#N)cc(C(F)(F)F)c1/N=N/c1ccc2cc(N)ccc2c1,0,1
azo_fbb73ba72a,NC(=O)c1cc(/N=N/c2cccc(O)c2)cc(C(N)=O)c1,0,1
azo_a5e18390a0,O=Cc1ccc(/N=N/c2cc3ccc(O)cc3cc2I)c(Br)c1,0,1
azo_e1a5aeab57,O=Cc1cc(/N=N/c2ccccc2)cc([N+](=O)[O-])c1,0,1
azo_ed3b1a1313,O=Cc1cccc(C(=O)O)c1N=Nc1ccsc1,0,1
azo_d3c17870b6,Cc1ccc2cc(/N=N/c3ccc(Br)cc3I)c(C(C)C)cc2c1,0,1
azo_10163c4905,O=C(O)c1c[nH]c2cc([N+](=O)[O-])c(/N=N/c3ccccc3)c([N+](=O)[O-])c12,0,1
azo_3adecf019a,CC(C)c1c(/N=N/c2ccc(I)cc2)ccc2cc(-c3ccccc3)ccc12,0,1
azo_d5e647fed9,N#Cc1ccc(/N=N/c2c(Br)cc3cc(O)ccc3c2I)cc1,0,1
azo_0d88121e4f,CC(C)c1c(/N=N/c2ccc(C=O)cc2)c(Br)cc2cc(CN)ccc12,0,1
azo_7bd9c2e4e5,Oc1ccc2c(I)c(/N=N/c3ccccc3I)ccc2c1,0,1
azo_c99923de06,COC1=C(N)Cc2ccc(/N=N/c3ccccc3)cc21,0,1
azo_b82f9076a7,CC(C)c1c(/N=N/c2ccc(Br)cc2)ccc2cc(CN)ccc12,0,1
azo_e696b7a936,FC(F)(F)c1cc(I)cc(N=Nc2cc[nH]c2)c1,0,1
azo_ceae5389cb,O=C(O)c1cc(Cl)cc(/N=N/c2ccc3cc(O)ccc3c2)c1,0,1
azo_9ae92fc11f,Cc1ccc2c(F)c(/N=N/c3ccc(S(=O)(=O)O)cc3I)ccc2c1,0,1
azo_287ccbeeae,COc1ccc2c(C(C)(C)C)c(/N=N/c3ccc(C#N)cc3F)ccc2c1,0,1
azo_e7b3cc4250,O=C(O)c1cc(/N=N/c2ccc(-c3cc[nH]c3)cc2)cc(C(=O)O)c1,0,1
azo_a9ce1d6069,N#Cc1c(/N=N/c2ccccc2)ccc2[nH]c(F)c(F)c12,0,1
azo_5346d5ca75,O=[N+]([O-])c1cc2[nH]c(Br)cc2c(Br)c1/N=N/c1ccccc1,0,1
azo_6cb1c107be,O=S(=O)(O)c1cc(F)c(/N=N/c2ccc3cc(-c4ccccc4)ccc3c2)c(Br)c1,0,1
azo_5967dcb570,Fc1[nH]c2ccc(/N=N/c3ccccc3)cc2c1F,0,1
azo_9fd9be5121,FC(F)(F)c1cc2ccccc2cc1/N=N/c1ccc(I)cc1I,0,1
azo_b83217d672,NCc1cccc(N)c1N=Nc1ccncc1,0,1
azo_1f1f07a74b,Fc1cc(-c2ccccc2)ccc1/N=N/c1ccccc1Br,0,1
azo_167ce7f15f,Clc1ccc(/N=N/c2ccccc2)c(Cl)c1,0,1
azo_c3dce75e62,O=Cc1cc2sc(Br)c(Br)c2cc1/N=N/c1ccccc1,0,1
azo_febc9f87c7,CC(C)(C)c1c(/N=N/c2ccc(C=O)cc2I)ccc2ccccc12,0,1
azo_786c7d17c6,CC(C)c1cc2cc(CN)ccc2cc1/N=N/c1ccc(S(=O)(=O)O)cc1F,0,1
azo_19b2d559cc,O=Cc1cc(Br)ccc1/N=N/c1ccc2c(c1)C=CC2,0,1
azo_ab5d940446,Cc1ccc2cc(/N=N/c3ccc(C(=O)O)cc3)ccc2c1,0,1
azo_d81f36a252,CC(C)c1cc(S(=O)(=O)O)ccc1/N=N/c1ccc2cc(N)ccc2c1,0,1
azo_c349374277,COc1ccc2c(C(F)(F)F)c(/N=N/c3ccc(C(F)(F)F)cc3I)ccc2c1,0,1
azo_6ff2a7c604,O=C(O)c1c(Cl)oc2ccc(/N=N/c3ccccc3)c(S(=O)(=O)O)c12,0,1
azo_ec9d4936b0,NCc1cc(CN)cc(/N=N/c2ccc(C=O)cc2)c1,0,1
azo_7ee7edcfbb,COc1cc(CN)cc(/N=N/c2cccc(C(N)=O)c2)c1,0,1
azo_efb8fd3281,NCc1ccc(/N=N/c2ccc3[nH]ccc3c2)cc1,0,1
azo_2368a604ff,N#Cc1cc2oc(C(F)(F)F)c(C(N)=O)c2cc1/N=N/c1ccccc1,0,1
azo_4787529e64,Oc1c[nH]c2ccc(/N=N/c3ccccc3)cc12,0,1
azo_f34c49e561,CC(C)c1ccccc1/N=N/c1ccc([N+](=O)[O-])cc1,0,1
azo_5e4cb0dd3b,N#Cc1c(/N=N/c2ccccc2)ccc2oc(Cl)c(C=O)c12,0,1
azo_764bdc3343,COc1ccc(C)c2ccc(/N=N/c3cc(Br)cc(C=O)c3)cc12,0,1
azo_5480793543,COc1cc(N)cc(/N=N/c2cc(C(=O)O)cc(C(=O)O)c2)c1,0,1
azo_fc501424a8,Cc1ccc2cc(/N=N/c3cc([N+](=O)[O-])cc(C(F)(F)F)c3)ccc2c1,0,1
azo_14acfdb4c4,COc1ccc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)s1,0,1
azo_f1defa8a77,Cc1cc(O)cc(/N=N/c2cc(C(=O)O)cc(C(F)(F)F)c2)c1,0,1
azo_4bc62d675d,O=[N+]([O-])c1ccc(/N=N/c2ccc3cc(O)ccc3c2F)cc1,0,1
azo_010a32e8b9,NC(=O)c1ccc(/N=N/c2ccc3cc(-c4ccccc4)ccc3c2C(F)(F)F)c(Br)c1,0,1
azo_2d1cc3a853,Fc1cc(I)cc(Cl)c1/N=N/c1ccc(-c2ccccc2)cc1,0,1
azo_e33c4f48b0,CC(C)(C)c1cc(N)cc(Cl)c1/N=N/c1ccc(C(=O)O)cc1,0,1
azo_4cab406ed6,N#Cc1cc(/N=N/c2cc(N)cc(N)c2)cc(S(=O)(=O)O)c1,0,1
azo_ecd9ee8994,NCc1ccc(/N=N/c2ccc(C(F)(F)F)cc2I)c(C(F)(F)F)c1,0,1
azo_016cf5c57b,Fc1csc2ccc(/N=N/c3ccccc3)c(Br)c12,0,1
azo_ea2e2618bd,CC(C)c1cc2ccccc2cc1/N=N/c1ccc(S(=O)(=O)O)cc1Cl,0,1
azo_81314d0f31,Nc1ccc(/N=N/c2ccc(-c3ccc4n[nH]cc4c3)cc2)cc1,0,1
azo_9e5b64706d,FC(F)(F)c1ccc(/N=N/c2ccc3cc(-c4ccccc4)ccc3c2I)c(I)c1,0,1
azo_c8e0ae04e8,N#Cc1cc2[nH]c(C=O)c(C#N)c2cc1/N=N/c1ccccc1,0,1
azo_004ada981e,O=[N+]([O-])c1cc(I)c(/N=N/c2ccc3ccccc3c2)c(C(F)(F)F)c1,0,1
azo_6997b7aeac,CC(C)(C)c1c(/N=N/c2ccc(C(N)=O)cc2F)ccc2cc(CN)ccc12,0,1
azo_feda15b1fc,CC(C)c1c(/N=N/c2ccc(S(=O)(=O)O)cc2)c(C(F)(F)F)cc2cc(O)ccc12,0,1
azo_305439f89e,COc1ccc(/N=N/c2c(Cl)cc(F)cc2C(C)C)cc1,0,1
azo_9e80b0f4a9,Cc1cc(I)c(/N=N/c2ccc(C(F)(F)F)cc2)c(C(F)(F)F)c1,0,1
azo_91c52d72ef,NC(=O)c1c(/N=N/c2ccccc2)ccc2sc(F)cc12,0,1
azo_bc864a53e7,CC(C)c1cc(C(=O)O)ccc1/N=N/c1cc2ccccc2cc1C(C)C,0,1
azo_a2cc4331b8,CC(C)(C)c1ccccc1/N=N/c1ccccc1C(F)(F)F,0,1
azo_72ed7c5b1e,Cc1cc(N=Nc2ccc[nH]2)cc(-c2ccccc2)c1,0,1
azo_a70dcd7fd5,O=S(=O)(O)c1ccc(/N=N/c2ccc3ccccc3c2C(F)(F)F)cc1,0,1
azo_af9ca5dcbb,NC(=O)c1cc(F)cc(/N=N/c2ccc(-c3ccc4sccc4c3)cc2)c1,0,1
azo_d47ae9ff65,CC(C)(C)c1cc(O)ccc1/N=N/c1ccccc1Br,0,1
azo_44db54210d,O=Cc1cc2sc(F)cc2c(Br)c1/N=N/c1ccccc1,0,1
azo_968e58521a,O=[N+]([O-])c1cc2sc(Cl)cc2c(S(=O)(=O)O)c1/N=N/c1ccccc1,0,1
azo_d72ae399cc,Nc1cc(N)cc(/N=N/c2cc(Cl)cc(C=O)c2)c1,0,1
azo_9d99eab2e6,Oc1ccc(/N=N/c2ccc(F)cc2Br)c(Br)c1,0,1
azo_f83765489d,NC(=O)c1cc2c(c(C=O)c1/N=N/c1ccccc1)C=C(I)C2,0,1
azo_f2d73f2771,CC(C)c1cc(I)cc(C(C)C)c1/N=N/c1ccccc1,0,1
azo_497c3cb1e7,NC(=O)c1c(/N=N/c2ccccc2)ccc2c1C=C(I)C2,0,1
azo_f5efbe3140,COc1ccc(N)c2cc(/N=N/c3cc(I)cc(C(=O)O)c3)ccc12,0,1
azo_05f568451c,O=Cc1cc2sc(I)cc2c(I)c1/N=N/c1ccccc1,0,1
azo_d6b813352a,Nc1ccc(-c2ccccc2)c2ccc(/N=N/c3cc(F)cc(C(F)(F)F)c3)cc12,0,1
azo_5cafe2cb79,O=S(=O)(O)c1cc(I)cc(N=Nc2cnc[nH]2)c1,0,1
azo_418b0c6e1b,CC(C)(C)c1cccc(C(C)(C)C)c1/N=N/c1ccc(C=O)cc1,0,1
azo_5b2c8b55e8,COc1cc(N)cc(/N=N/c2ccc(S(=O)(=O)O)cc2)c1,0,1
azo_0d40659343,O=C(O)c1ccc(/N=N/c2c(F)cc(O)cc2C(F)(F)F)cc1,0,1
azo_0746a87799,O=S(=O)(O)c1cc2scc(Br)c2cc1/N=N/c1ccccc1,0,1
azo_f21205ed0e,CC(C)c1cc(N)cc(C(F)(F)F)c1/N=N/c1ccc(C#N)cc1,0,1
azo_f542e1846b,NCc1ccc(/N=N/c2c(C(F)(F)F)cc(C(N)=O)cc2C(F)(F)F)cc1,0,1
azo_0589ad8d70,N#Cc1cccc(I)c1N=Nc1ccoc1,0,1
azo_050359d94c,Cc1cccc2ccc(/N=N/c3cc(C=O)cc(S(=O)(=O)O)c3)cc12,0,1
azo_c0e52f8076,NCc1cccc(/N=N/c2ccc([N+](=O)[O-])cc2)c1,0,1
azo_a1f467a7b4,O=Cc1cc2c(C(=O)O)c(/N=N/c3ccccc3)c(C(=O)O)cc2[nH]1,0,1
azo_0de26d14e0,COc1ccc2cc(/N=N/c3ccccc3Br)c(C(C)(C)C)cc2c1,0,1
azo_02c9fd1173,Cc1ccc2cc(/N=N/c3ccc(Br)cc3F)c(C(F)(F)F)cc2c1,0,1
azo_50874db636,NCc1ccc2c(C(F)(F)F)c(/N=N/c3ccc(C(=O)O)cc3)c(Cl)cc2c1,0,1
azo_ccf9629239,COc1cccc2cc(/N=N/c3ccc(Cl)cc3)ccc12,0,1
azo_8ce45738a6,NCc1ccc(/N=N/c2cc(Br)cc(I)c2)cc1,0,1
azo_c21829aed0,NCc1cccc(N)c1N=Nc1cc(-c2cccc(O)c2)n[nH]1,0,1
azo_541338a4eb,NC(=O)c1cccc(C(F)(F)F)c1N=Nc1ccc2sccc2c1,0,1
azo_1c42b5e225,NCc1cc2occc2c(N)c1/N=N/c1ccccc1,0,1
azo_d306df0e26,N#Cc1cc(N=Nc2cnc[nH]2)cc(S(=O)(=O)O)c1,0,1
azo_48fb5b8e8f,COc1ccccc1N=Nc1cn[nH]c1,0,1
azo_ad44c4a1b7,Brc1c(I)sc2ccc(/N=N/c3ccccc3)cc12,0,1
azo_715cd01eed,Brc1cc(Br)cc(/N=N/c2ccc(-c3ccc[nH]3)cc2)c1,0,1
azo_c3e7dd4296,Cc1ccc(/N=N/c2c(Br)cc(C(F)(F)F)cc2Br)cc1,0,1
azo_691b235014,O=[N+]([O-])c1cc(Br)ccc1/N=N/c1ccc2c(c1)C=CC2,0,1
azo_3a0ff7022c,Nc1cc(N)cc(/N=N/c2cc(F)cc(Cl)c2)c1,0,1
azo_aa8364dcab,N#Cc1c(/N=N/c2ccccc2)ccc2oc(Br)c(C#N)c12,0,1
azo_126b502a8a,Fc1c(/N=N/c2ccccc2)c(I)cc2oc(C(F)(F)F)cc12,0,1
azo_649323475d,Nc1ccc(O)c2ccc(/N=N/c3cc(C(=O)O)cc([N+](=O)[O-])c3)cc12,0,1
azo_3f4f992b9c,COc1ccc2cc(/N=N/c3c(Br)cccc3I)ccc2c1,0,1
azo_c33ac78a83,FC(F)(F)c1ccc(/N=N/c2c(I)cccc2I)cc1,0,1
azo_89d4111087,c1cc(-c2ccc(/N=N/c3ccc(-c4ccsc4)cc3)cc2)ccn1,0,1
azo_c2afec87be,N#Cc1cc2occc2c(Br)c1/N=N/c1ccccc1,0,1
azo_bd407162df,COc1ccc2c(C(F)(F)F)c(/N=N/c3ccc(Br)cc3)c(F)cc2c1,0,1
azo_4cc9ee6420,O=[N+]([O-])c1cccc(Cl)c1N=Nc1cnn(-c2ccccn2)c1,0,1
azo_26d12c6401,N#Cc1ccc(/N=N/c2ccc3cccc(-c4ccccc4)c3c2)cc1,0,1
azo_7110f1d22f,Oc1[nH]c2ccc(/N=N/c3ccccc3)c(-c3ccccc3)c2c1O,0,1
azo_9e60b0c487,CC(C)(C)c1ccccc1/N=N/c1ccccc1Br,0,1
azo_51b0e6582a,O=C(O)c1cc(I)cc(/N=N/c2cc(O)cc(-c3ccccc3)c2)c1,0,1
azo_9f29360764,Clc1ccc(/N=N/c2ccc3ccccc3c2)c(I)c1,0,1
azo_a83ef3ec7c,NC(=O)c1cccc(I)c1/N=N/c1ccc2c(c1)C=CC2,0,1
azo_51e32b0bc7,N#Cc1ccc(/N=N/c2ccc(N)cc2C(F)(F)F)c(C(F)(F)F)c1,0,1
azo_8849002b2a,Fc1cc(C(F)(F)F)ccc1/N=N/c1ccc2cc(-c3ccccc3)ccc2c1,0,1
azo_32316091ff,O=C(O)c1cc2oc(Cl)cc2c(Cl)c1/N=N/c1ccccc1,0,1
azo_7c7ea42d60,NCc1c(/N=N/c2ccccc2)ccc2scc(N)c12,0,1
azo_a147aad9a0,NC(=O)c1c(C=O)sc2ccc(/N=N/c3ccccc3)cc12,0,1
azo_0c428bfc66,NCc1ccc(/N=N/c2ccc3c(c2)C=CC3)c(-c2ccccc2)c1,0,1
azo_876e62e335,N#Cc1cc(F)cc(/N=N/c2cc(N)cc(-c3ccccc3)c2)c1,0,1
azo_b1f02cbfcb,O=Cc1cc(I)cc(/N=N/c2ccc3c(-c4ccccc4)ccc(O)c3c2)c1,0,1
azo_b1b181921f,N#CC1=C(Cl)Cc2ccc(/N=N/c3ccccc3)c(S(=O)(=O)O)c21,0,1
azo_7aea90ac4e,O=Cc1cc2c(c(C(F)(F)F)c1/N=N/c1ccccc1)C=CC2,0,1
azo_c2cf2fb24d,NC(=O)c1cc(N=Nc2cc[nH]c2)cc(S(=O)(=O)O)c1,0,1
azo_e60f231ab4,NCc1ccc(CN)c2cc(/N=N/c3cc(C(N)=O)cc([N+](=O)[O-])c3)ccc12,0,1
azo_4c442836bf,Cc1n[nH]c(C)c1-c1ccc(/N=N/c2cc(C#N)cc(C=O)c2)cc1,0,1
azo_2eb31424e7,Cc1cc(C(F)(F)F)c(/N=N/c2ccc(C(F)(F)F)cc2)c(C(F)(F)F)c1,0,1
azo_0d43406de8,COc1ccc(N=Nc2ccc(C)cc2)s1,0,1
azo_5af97cdc80,Fc1cc2scc(Cl)c2c(F)c1/N=N/c1ccccc1,0,1
azo_795e769d17,O=S(=O)(O)c1cccc(I)c1N=Nc1cnoc1,0,1
azo_1c2c5d1746,Nc1ccc(O)c2ccc(/N=N/c3cc(F)cc(S(=O)(=O)O)c3)cc12,0,1
azo_0b1bbf240e,FC(F)(F)c1c(/N=N/c2ccccc2Br)ccc2cc(-c3ccccc3)ccc12,0,1
azo_4a9eb622aa,O=S(=O)(O)c1c(/N=N/c2ccccc2)ccc2c1C(Br)=C(I)C2,0,1
azo_3d8ad4cbad,N#Cc1cc(F)c(/N=N/c2ccc(CN)cc2)c(C(F)(F)F)c1,0,1
azo_abeb826c19,Nc1ccc(/N=N/c2ccc(I)cc2Br)c(Cl)c1,0,1
azo_3966bd054f,N#Cc1cc2scc(C(=O)O)c2c(C#N)c1/N=N/c1ccccc1,0,1
azo_8dd15db62d,Oc1ccc(/N=N/c2ccc(C(F)(F)F)cc2Br)cc1,0,1
azo_7f191149da,Cc1ccc(/N=N/c2ccc(-c3ccc4n[nH]cc4c3)cc2)cc1,0,1
azo_896031a0ca,CC(C)(C)c1cc(CN)ccc1/N=N/c1ccc(Cl)cc1Cl,0,1
azo_0dc6054619,Nc1ccc2cc(/N=N/c3ccc(C(F)(F)F)cc3Cl)ccc2c1,0,1
azo_1ae3fa1499,CC(C)c1cc2cc(O)ccc2cc1/N=N/c1ccc(C=O)cc1Cl,0,1
azo_5d82648494,CC(C)c1cc(CN)cc(F)c1/N=N/c1ccc(C(=O)O)cc1,0,1
azo_ff1bc7f61d,CC(C)c1cc(N)ccc1/N=N/c1ccc(C(=O)O)cc1Cl,0,1
azo_db61a335d8,COc1ccc(CN)c2ccc(/N=N/c3ccc(C#N)cc3)cc12,0,1
azo_f19cb01195,O=S(=O)(O)c1ccc(/N=N/c2c(Br)cc(-c3ccccc3)cc2I)cc1,0,1
azo_ef97b8e323,O=Cc1ccc(/N=N/c2ccc(-c3ccc4sccc4c3)cc2)cc1,0,1
azo_c1db505cb5,Oc1ccc2c(Cl)c(/N=N/c3ccc(Cl)cc3F)ccc2c1,0,1
azo_e492b04f0e,O=[N+]([O-])c1ccc(/N=N/c2ccc3cccc(-c4ccccc4)c3c2)cc1,0,1
